Entity,Year,"Unemployment rate, ages 25-54,  advanced education","Unemployment rate, ages 25-54,  basic education","Unemployment rate, ages 25-54,  less than basic education","Unemployment rate, ages 25-54,  all levels of education","Unemployment rate, ages 25-54,  intermediate education","Unemployment rate, ages 25-54,  education level not stated"
Austria,2010,2.599999904632568,9.100000381469727,,,,
Austria,2011,2.700000047683716,8.300000190734863,,,,
Austria,2012,2.400000095367432,9.5,,,,
Austria,2013,3.5,10.39999961853027,,,,
Austria,2014,3.900000095367432,11.69999980926514,,,,
Austria,2015,3.599999904632568,11.60000038146973,,,,
Austria,2016,3.5,12.69999980926514,,,,
Austria,2017,3.099999904632568,13.5,,,,
Azerbaijan,2009,6.199999809265137,6.900000095367432,,,,
Azerbaijan,2010,6.300000190734863,7.400000095367432,,,,
Azerbaijan,2011,6.300000190734863,12.89999961853027,,,,
Azerbaijan,2012,5.400000095367432,10.19999980926514,,,,
Bahrain,2011,2,.800000011920929,,,,
Bahrain,2012,2,.800000011920929,,,,
Bangladesh,2006,4.699999809265137,2,,,,
Bangladesh,2010,3.700000047683716,2.099999904632568,,,,
Bangladesh,2013,6.099999904632568,2.5,,,,
Bangladesh,2016,7.800000190734863,2.400000095367432,,,,
Bangladesh,2017,9.699999809265137,2.099999904632568,,,,
Belarus,2016,3.400000095367432,11.10000038146973,,,,
Belgium,1998,3.5,13.80000019073486,,,,
Belgium,1999,3.200000047683716,12.5,,,,
Belgium,2000,2.599999904632568,9.699999809265137,,,,
Belgium,2001,2.799999952316284,9.399999618530273,,,,
Belgium,2002,3.099999904632568,10.39999961853027,,,,
Belgium,2003,3.799999952316284,11.10000038146973,,,,
Belgium,2004,3.200000047683716,11.89999961853027,,,,
Belgium,2005,3.799999952316284,12,,,,
Belgium,2006,3.799999952316284,11.89999961853027,,,,
Belgium,2007,3.400000095367432,11.19999980926514,,,,
Belgium,2008,3.200000047683716,10.69999980926514,,,,
Belgium,2009,3.799999952316284,11.89999961853027,,,,
Belgium,2010,4.099999904632568,13,,,,
Belgium,2011,3.5,12.5,,,,
Belgium,2012,3.5,12.5,,,,
Belgium,2013,4.400000095367432,13.89999961853027,,,,
Belgium,2014,4.300000190734863,15.10000038146973,,,,
Belgium,2015,4.099999904632568,16,,,,
Belgium,2016,3.799999952316284,15.39999961853027,,,,
Belgium,2017,3.700000047683716,13.69999980926514,,,,
Belize,2012,7,13.30000019073486,,,,
Benin,2011,11,1.700000047683716,,,,
Bermuda,2009,1.799999952316284,,,,,
Bermuda,2010,1.799999952316284,4.800000190734863,,,,
Bermuda,2012,4,7.800000190734863,,,,
Bhutan,2009,,2.599999904632568,,,,
Bhutan,2010,,2.299999952316284,,,,
Bhutan,2012,4.400000095367432,2.299999952316284,,,,
Bhutan,2013,11.89999961853027,1.5,,,,
Bolivia,2005,7.699999809265137,3.599999904632568,,,,
Bolivia,2006,6.5,2.599999904632568,,,,
Bolivia,2007,6.300000190734863,1.700000047683716,,,,
Bolivia,2008,4.099999904632568,,,,,
Bolivia,2009,6.400000095367432,2.299999952316284,,,,
Bolivia,2011,2.900000095367432,1.200000047683716,,,,
Bolivia,2012,3.799999952316284,1.5,,,,
Bolivia,2013,4.5,1.399999976158142,,,,
Bolivia,2014,2.799999952316284,.8999999761581421,,,,
Bolivia,2015,3.5,1.899999976158142,,,,
Bolivia,2016,5.400000095367432,2.099999904632568,,,,
Bolivia,2017,5.199999809265137,2.099999904632568,,,,
Bosnia and Herzegovina,2014,19.70000076293945,32.59999847412109,,,,
Bosnia and Herzegovina,2015,15.5,,,,,
Bosnia and Herzegovina,2016,9.600000381469727,23.20000076293945,,,,
Botswana,2009,3.900000095367432,16.60000038146973,,,,
Botswana,2010,5.099999904632568,19,,,,
Brazil,1995,2.299999952316284,5.5,,,,
Brazil,1996,2.799999952316284,6.199999809265137,,,,
Brazil,1997,3.200000047683716,7,,,,
Brazil,1998,3.5,7.900000095367432,,,,
Brazil,1999,4,8.699999809265137,,,,
Brazil,2001,3.299999952316284,8.399999618530273,,,,
Brazil,2002,3.299999952316284,7.800000190734863,,,,
Brazil,2003,3.900000095367432,8.300000190734863,,,,
Brazil,2004,3.299999952316284,7.300000190734863,,,,
Brazil,2005,3.599999904632568,7.5,,,,
Brazil,2006,3.5,6.800000190734863,,,,
Brazil,2007,3.5,6.699999809265137,,,,
Brazil,2008,3.599999904632568,5.599999904632568,,,,
Brazil,2009,3.700000047683716,6.699999809265137,,,,
Brazil,2011,3.200000047683716,5.5,,,,
Brazil,2012,4.400000095367432,10.40000009536743,,,,
Brazil,2013,4.700000047683716,11,,,,
Brazil,2014,5.50000011920929,10.7000002861023,,,,
Brazil,2015,9.900000095367432,14.60000038146973,,,,
Brazil,2016,6.099999904632568,9.600000381469727,,,,
Brazil,2017,6.699999809265137,11.5,,,,
Brunei,2014,3,7.300000190734863,,,,
Brunei,2017,5.800000190734863,9.800000190734863,,,,
Bulgaria,2000,6.199999809265137,24.79999923706055,,,,
Bulgaria,2001,7.599999904632568,31.29999923706055,,,,
Bulgaria,2002,7.699999809265137,29.20000076293945,,,,
Bulgaria,2003,6.400000095367432,24.89999961853027,,,,
Bulgaria,2004,5.300000190734863,20.70000076293945,,,,
Bulgaria,2005,4.099999904632568,18.60000038146973,,,,
Bulgaria,2006,3.700000047683716,19.5,,,,
Bulgaria,2007,2.099999904632568,17,,,,
Bulgaria,2008,2,13.80000019073486,,,,
Bulgaria,2009,2.799999952316284,14.5,,,,
Bulgaria,2010,4.300000190734863,22,,,,
Bulgaria,2011,4.900000095367432,26.60000038146973,,,,
Bulgaria,2012,5.599999904632568,27.5,,,,
Bulgaria,2013,6.199999809265137,27.5,,,,
Bulgaria,2014,5.099999904632568,26.70000076293945,,,,
Bulgaria,2015,3.900000095367432,23.89999961853027,,,,
Bulgaria,2016,3.5,21.20000076293945,,,,
Bulgaria,2017,3.099999904632568,17.79999923706055,,,,
Burkina Faso,2014,8.399999618530273,5.099999904632568,,,,
Cambodia,2012,.8999999761581421,1.5,,,,
Cameroon,2007,8.899999618530273,3.599999904632568,,,,
Cameroon,2014,10.39999961853027,2.200000047683716,,,,
Canada,1990,5.199999809265137,11.30000019073486,,,,
Canada,1991,6.699999809265137,14.10000038146973,,,,
Canada,1992,7.5,15.89999961853027,,,,
Canada,1993,7.900000095367432,15.19999980926514,,,,
Canada,1994,7.400000095367432,14.69999980926514,,,,
Canada,1995,6.5,13.19999980926514,,,,
Canada,1996,6.699999809265137,13.60000038146973,,,,
Canada,1997,6.199999809265137,13,,,,
Canada,1998,5.400000095367432,11.89999961853027,,,,
Canada,1999,5,11,,,,
Canada,2000,4.5,10.19999980926514,,,,
Canada,2001,5.199999809265137,10.30000019073486,,,,
Canada,2002,5.5,10.80000019073486,,,,
Canada,2003,5.400000095367432,10.69999980926514,,,,
Canada,2004,5.099999904632568,10.10000038146973,,,,
Canada,2005,4.900000095367432,9.5,,,,
Canada,2006,4.400000095367432,9.199999809265137,,,,
Canada,2007,4.199999809265137,9.399999618530273,,,,
Canada,2008,4.300000190734863,9.199999809265137,,,,
Canada,2009,5.900000095367432,12.80000019073486,,,,
Canada,2010,5.800000190734863,12.80000019073486,,,,
Canada,2011,5.300000190734863,11.30000019073486,,,,
Canada,2012,5.099999904632568,11.10000038146973,,,,
Canada,2013,4.900000095367432,11.10000038146973,,,,
Canada,2014,4.900000095367432,11.19999980926514,,,,
Canada,2015,4.900000095367432,11.60000038146973,,,,
Canada,2016,5.099999904632568,11.69999980926514,,,,
Canada,2017,4.699999809265137,10.80000019073486,,,,
Cape Verde,2015,16.70000076293945,31.20000076293945,,,,
Cayman Islands,2011,3,10,,,,
Cayman Islands,2012,3.400000095367432,2.200000047683716,,,,
Cayman Islands,2013,2,3.299999952316284,,,,
Cayman Islands,2014,2.700000047683716,3,,,,
Cayman Islands,2015,2.700000047683716,5.599999904632568,,,,
Chile,1996,1.100000023841858,5,,,,
Chile,1998,3.599999904632568,9,,,,
Chile,2000,3.200000047683716,10.30000019073486,,,,
Chile,2003,4.599999904632568,8.5,,,,
Chile,2006,4.400000095367432,6.300000190734863,,,,
Chile,2009,6.300000190734863,8.699999809265137,,,,
Chile,2010,5.900000095367432,8,,,,
Chile,2011,10.19999980926514,12.40000009536743,,,,
Chile,2012,5.300000190734863,5.599999904632568,,,,
Chile,2013,10,10.7000002861023,,,,
Chile,2014,5.099999904632568,5.900000095367432,,,,
Chile,2015,9.5,12.19999980926514,,,,
Chile,2016,6.199999809265137,5.900000095367432,,,,
Chile,2017,7.300000190734863,6.5,,,,
Colombia,2009,9.699999809265137,9.199999809265137,,,,
Colombia,2010,9.300000190734863,8.100000381469727,,,,
Colombia,2011,8.800000190734863,7,,,,
Colombia,2012,8.699999809265137,7,,,,
Colombia,2013,8.199999809265137,6.300000190734863,,,,
Colombia,2014,7.800000190734863,5.699999809265137,,,,
Colombia,2015,8,5.599999904632568,,,,
Colombia,2016,9.199999809265137,5.400000095367432,,,,
Colombia,2017,8.800000190734863,5.900000095367432,,,,
Comoros,2004,,5,,,,
Congo,2005,18.39999961853027,17.60000038146973,,,,
Costa Rica,2010,3.5,6.099999904632568,,,,
Costa Rica,2011,9,16,,,,
Costa Rica,2012,8.100000143051148,14.90000057220459,,,,
Costa Rica,2013,7,14.59999990463257,,,,
Costa Rica,2014,3.799999952316284,7,,,,
Costa Rica,2015,5,7,,,,
Costa Rica,2016,4.300000190734863,7.099999904632568,,,,
Costa Rica,2017,3.900000095367432,6.5,,,,
Cote d'Ivoire,2012,23.39999961853027,6.699999809265137,,,,
Cote d'Ivoire,2013,7.699999809265137,4.800000190734863,,,,
Cote d'Ivoire,2016,11.69999980926514,3.5,,,,
Croatia,2002,9.199999809265137,14.80000019073486,,,,
Croatia,2003,7.199999809265137,15.5,,,,
Croatia,2004,,16.10000038146973,,,,
Croatia,2005,6.300000190734863,13.60000038146973,,,,
Croatia,2006,5.5,14,,,,
Croatia,2007,6,12.80000019073486,,,,
Croatia,2008,4.699999809265137,10.10000038146973,,,,
Croatia,2009,6.300000190734863,10,,,,
Croatia,2010,8.5,13.69999980926514,,,,
Croatia,2011,8.800000190734863,20,,,,
Croatia,2012,10.80000019073486,19.79999923706055,,,,
Croatia,2013,11.19999980926514,22.29999923706055,,,,
Croatia,2014,9.899999618530273,25.79999923706055,,,,
Croatia,2015,9.699999809265137,22.20000076293945,,,,
Croatia,2016,7.599999904632568,18.5,,,,
Croatia,2017,7.300000190734863,20.10000038146973,,,,
Cuba,2009,.5,2.299999952316284,,,,
Cuba,2010,1.5,3,,,,
Cyprus,2000,2.599999904632568,6.599999904632568,,,,
Cyprus,2001,2.200000047683716,4.300000190734863,,,,
Cyprus,2002,1.899999976158142,3.200000047683716,,,,
Cyprus,2003,2.900000095367432,4.900000095367432,,,,
Cyprus,2004,2.799999952316284,6,,,,
Cyprus,2005,3.700000047683716,6.099999904632568,,,,
Cyprus,2006,3.599999904632568,5.199999809265137,,,,
Cyprus,2007,2.799999952316284,4.599999904632568,,,,
Cyprus,2008,2.299999952316284,5.099999904632568,,,,
Cyprus,2009,3.5,6.599999904632568,,,,
Cyprus,2010,4.699999809265137,7.699999809265137,,,,
Cyprus,2011,6,7.699999809265137,,,,
Cyprus,2012,8.899999618530273,12.80000019073486,,,,
Cyprus,2013,11.10000038146973,19,,,,
Cyprus,2014,11,18,,,,
Cyprus,2015,10.80000019073486,15.89999961853027,,,,
Cyprus,2016,9.5,16.29999923706055,,,,
Cyprus,2017,9.199999809265137,14,,,,
Czech Republic,1998,1.799999952316284,14.69999980926514,,,,
Czech Republic,1999,2.700000047683716,19.29999923706055,,,,
Czech Republic,2000,2.599999904632568,21.10000038146973,,,,
Czech Republic,2001,2,20.29999923706055,,,,
Czech Republic,2002,1.5,18.70000076293945,,,,
Czech Republic,2003,1.899999976158142,20.39999961853027,,,,
Czech Republic,2004,2,24.5,,,,
Czech Republic,2005,1.899999976158142,26.39999961853027,,,,
Czech Republic,2006,2.200000047683716,24.70000076293945,,,,
Czech Republic,2007,1.5,21,,,,
Czech Republic,2008,1.600000023841858,19.20000076293945,,,,
Czech Republic,2009,2.299999952316284,24.29999923706055,,,,
Czech Republic,2010,2.599999904632568,25.10000038146973,,,,
Czech Republic,2011,2.700000047683716,23.89999961853027,,,,
Czech Republic,2012,2.700000047683716,28.89999961853027,,,,
Czech Republic,2013,2.599999904632568,26.10000038146973,,,,
Czech Republic,2014,2.799999952316284,23.20000076293945,,,,
Czech Republic,2015,2.299999952316284,23.39999961853027,,,,
Czech Republic,2016,1.799999952316284,20.60000038146973,,,,
Czech Republic,2017,1.399999976158142,12.19999980926514,,,,
Democratic Republic of Congo,2005,9.5,3,,,,
Democratic Republic of Congo,2012,12.19999980926514,2,,,,
Denmark,1998,3.299999952316284,7,,,,
Denmark,1999,3.200000047683716,7.099999904632568,,,,
Denmark,2000,2.599999904632568,7.099999904632568,,,,
Denmark,2001,3.5,5.400000095367432,,,,
Denmark,2002,3.599999904632568,6.199999809265137,,,,
Denmark,2003,5.199999809265137,7.300000190734863,,,,
Denmark,2004,4,7.199999809265137,,,,
Denmark,2005,3.700000047683716,6.5,,,,
Denmark,2006,3.299999952316284,5.099999904632568,,,,
Denmark,2007,3.099999904632568,4.199999809265137,,,,
Denmark,2008,2.299999952316284,3.700000047683716,,,,
Denmark,2009,3.799999952316284,8,,,,
Denmark,2010,4.800000190734863,9.800000190734863,,,,
Denmark,2011,5.300000190734863,9.600000381469727,,,,
Denmark,2012,4.699999809265137,10,,,,
Denmark,2013,4.699999809265137,9.800000190734863,,,,
Denmark,2014,4.699999809265137,9.600000381469727,,,,
Denmark,2015,5,9.699999809265137,,,,
Denmark,2016,5.199999809265137,7.699999809265137,,,,
Denmark,2017,4.900000095367432,7.5,,,,
Dominican Republic,2005,4,5.400000095367432,,,,
Dominican Republic,2006,4.5,4.900000095367432,,,,
Dominican Republic,2007,3.200000047683716,3.799999952316284,,,,
Dominican Republic,2008,2.599999904632568,3.5,,,,
Dominican Republic,2009,3.200000047683716,4.5,,,,
Dominican Republic,2010,4.199999809265137,4.400000095367432,,,,
Dominican Republic,2011,5.5,6,,,,
Dominican Republic,2012,3.900000095367432,6.199999809265137,,,,
Dominican Republic,2013,3.900000095367432,5.800000190734863,,,,
Dominican Republic,2014,5.5,5.400000095367432,,,,
Dominican Republic,2015,10.70000004768372,9.100000143051148,,,,
Dominican Republic,2016,5.900000095367432,5,,,,
Ecuador,2000,3.700000047683716,2.700000047683716,,,,
Ecuador,2001,3.5,2.700000047683716,,,,
Ecuador,2003,4.400000095367432,4.099999904632568,,,,
Ecuador,2004,4,3.700000047683716,,,,
Ecuador,2005,4.099999904632568,2.799999952316284,,,,
Ecuador,2006,3.200000047683716,2.400000095367432,,,,
Ecuador,2007,3.599999904632568,1.799999952316284,,,,
Ecuador,2008,4,2.099999904632568,,,,
Ecuador,2009,6.199999809265137,3.099999904632568,,,,
Ecuador,2010,4.599999904632568,2.799999952316284,,,,
Ecuador,2011,4,2,,,,
Ecuador,2012,3.700000047683716,1.600000023841858,,,,
Ecuador,2013,3.799999952316284,1.700000047683716,,,,
Ecuador,2014,3.799999952316284,1.899999976158142,,,,
Ecuador,2015,4.599999904632568,2.099999904632568,,,,
Ecuador,2016,5.800000190734863,2.799999952316284,,,,
Ecuador,2017,5.800000190734863,2.200000047683716,,,,
Egypt,2008,9.100000381469727,1.200000047683716,,,,
Egypt,2009,11,1.5,,,,
Egypt,2010,12.19999980926514,1.399999976158142,,,,
Egypt,2011,13.10000038146973,7,,,,
Egypt,2012,14.60000038146973,5.300000190734863,,,,
Egypt,2013,15.89999961853027,5.900000095367432,,,,
Egypt,2014,15.10000038146973,7.699999809265137,,,,
Egypt,2015,15.80000019073486,4.300000190734863,,,,
Egypt,2016,14.30000019073486,2.299999952316284,,,,
El Salvador,2010,6.099999904632568,4,,,,
El Salvador,2011,3.700000047683716,3.299999952316284,,,,
El Salvador,2012,5.099999904632568,2.299999952316284,,,,
El Salvador,2013,4,2.599999904632568,,,,
El Salvador,2014,3.200000047683716,2.799999952316284,,,,
El Salvador,2015,3.900000095367432,3.200000047683716,,,,
El Salvador,2016,6.699999809265137,2.200000047683716,,,,
Estonia,1998,5.5,18.29999923706055,,,,
Estonia,1999,6.599999904632568,18.79999923706055,,,,
Estonia,2001,7.099999904632568,18.79999923706055,,,,
Estonia,2004,6.199999809265137,,,,,
Estonia,2005,4.199999809265137,14.69999980926514,,,,
Estonia,2006,3.200000047683716,14.19999980926514,,,,
Estonia,2007,2.299999952316284,9.600000381469727,,,,
Estonia,2008,2.700000047683716,10.69999980926514,,,,
Estonia,2009,6,25.5,,,,
Estonia,2010,8.100000381469727,29,,,,
Estonia,2011,7.099999904632568,27.10000038146973,,,,
Estonia,2012,6.099999904632568,23.20000076293945,,,,
Estonia,2013,5.5,14.89999961853027,,,,
Estonia,2014,5.099999904632568,12.30000019073486,,,,
Estonia,2015,3.599999904632568,12.10000038146973,,,,
Estonia,2016,3.099999904632568,11.80000019073486,,,,
Estonia,2017,2.900000095367432,9.399999618530273,,,,
Ethiopia,1999,6.599999904632568,4.900000095367432,,,,
Ethiopia,2005,4.699999809265137,3.799999952316284,,,,
Ethiopia,2013,2.900000095367432,3,,,,
Falkland Islands,2012,98.40000152587891,,,,,
Falkland Islands,2016,.699999988079071,,,,,
Fiji,2005,,2.599999904632568,,,,
Fiji,2011,4.599999904632568,2.299999952316284,,,,
Fiji,2016,3,2,,,,
Finland,1998,6.199999809265137,13,,,,
Finland,1999,4.699999809265137,13.10000038146973,,,,
Finland,2000,4.699999809265137,12,,,,
Finland,2001,3.900000095367432,10.89999961853027,,,,
Finland,2002,3.799999952316284,11.80000019073486,,,,
Finland,2003,4,11.60000038146973,,,,
Finland,2004,4.800000190734863,12.5,,,,
Finland,2005,4.400000095367432,11.60000038146973,,,,
Finland,2006,3.599999904632568,11,,,,
Finland,2007,3.400000095367432,9.100000381469727,,,,
Finland,2008,3.200000047683716,8.600000381469727,,,,
Finland,2009,4,11.39999961853027,,,,
Finland,2010,4.5,13.5,,,,
Finland,2011,4,13,,,,
Finland,2012,3.700000047683716,12.89999961853027,,,,
Finland,2013,4.400000095367432,13.5,,,,
Finland,2014,5,13.69999980926514,,,,
Finland,2015,5.900000095367432,13.10000038146973,,,,
Finland,2016,5.800000190734863,12.60000038146973,,,,
Finland,2017,5.099999904632568,13.80000019073486,,,,
France,1998,6.599999904632568,15.39999961853027,,,,
France,1999,6.199999809265137,15.80000019073486,,,,
France,2000,5.199999809265137,14.39999961853027,,,,
France,2001,4.599999904632568,11.80000019073486,,,,
France,2002,5,11.89999961853027,,,,
France,2003,5.300000190734863,10.89999961853027,,,,
France,2004,6.199999809265137,11.10000038146973,,,,
France,2005,5.300000190734863,11.30000019073486,,,,
France,2006,4.800000190734863,11.19999980926514,,,,
France,2007,4.699999809265137,10.30000019073486,,,,
France,2008,3.900000095367432,9.800000190734863,,,,
France,2009,4.900000095367432,11.69999980926514,,,,
France,2010,4.699999809265137,13.19999980926514,,,,
France,2011,4.800000190734863,13.19999980926514,,,,
France,2012,5,14.19999980926514,,,,
France,2013,5.400000095367432,15.5,,,,
France,2014,5.800000190734863,16.60000038146973,,,,
France,2015,5.800000190734863,17.39999961853027,,,,
France,2016,5.099999904632568,18,,,,
France,2017,4.699999809265137,17.29999923706055,,,,
Gambia,2012,.1000000014901161,11.60000038146973,,,,
Georgia,2009,22.10000038146973,10.80000019073486,,,,
Georgia,2010,21.39999961853027,11.30000019073486,,,,
Georgia,2013,20.39999961853027,12.39999961853027,,,,
Georgia,2014,16.70000076293945,10.69999980926514,,,,
Georgia,2015,15.30000019073486,7.900000095367432,,,,
Georgia,2016,16.10000038146973,12.80000019073486,,,,
Germany,1999,4.300000190734863,15,,,,
Germany,2000,3.700000047683716,13.30000019073486,,,,
Germany,2001,3.5,12.69999980926514,,,,
Germany,2002,3.799999952316284,15.10000038146973,,,,
Germany,2003,4.5,17.89999961853027,,,,
Germany,2004,5,20.39999961853027,,,,
Germany,2005,5.099999904632568,20.5,,,,
Germany,2006,4.400000095367432,19.89999961853027,,,,
Germany,2007,3.5,18.29999923706055,,,,
Germany,2008,3,16.89999961853027,,,,
Germany,2009,3.200000047683716,17.39999961853027,,,,
Germany,2010,2.799999952316284,16.29999923706055,,,,
Germany,2011,2.200000047683716,14.30000019073486,,,,
Germany,2012,2.099999904632568,13.39999961853027,,,,
Germany,2013,2.200000047683716,12.89999961853027,,,,
Germany,2014,2.299999952316284,13,,,,
Germany,2015,2.299999952316284,12.19999980926514,,,,
Germany,2016,2.200000047683716,10.89999961853027,,,,
Germany,2017,2,10,,,,
Ghana,2006,3.900000095367432,4.099999904632568,,,,
Ghana,2013,3.799999952316284,1.700000047683716,,,,
Ghana,2015,7.300000190734863,5,,,,
Greece,1998,6.599999904632568,8.800000190734863,,,,
Greece,1999,8,9.800000190734863,,,,
Greece,2000,7.699999809265137,9.100000381469727,,,,
Greece,2001,7.199999809265137,8.699999809265137,,,,
Greece,2002,6.900000095367432,8.300000190734863,,,,
Greece,2003,6.300000190734863,8.199999809265137,,,,
Greece,2004,7.400000095367432,9.399999618530273,,,,
Greece,2005,7.5,9.399999618530273,,,,
Greece,2006,6.800000190734863,8.100000381469727,,,,
Greece,2007,6.5,7.900000095367432,,,,
Greece,2008,6.199999809265137,7.599999904632568,,,,
Greece,2009,7.199999809265137,9.899999618530273,,,,
Greece,2010,9.399999618530273,13.10000038146973,,,,
Greece,2011,13.89999961853027,18.79999923706055,,,,
Greece,2012,18.29999923706055,27.20000076293945,,,,
Greece,2013,20.79999923706055,31.10000038146973,,,,
Greece,2014,20.29999923706055,29.39999961853027,,,,
Greece,2015,19.79999923706055,27.60000038146973,,,,
Greece,2016,18,27.39999961853027,,,,
Greece,2017,16.5,24.39999961853027,,,,
Guatemala,2003,,3.099999904632568,,,,
Guatemala,2004,3.799999952316284,3.099999904632568,,,,
Guatemala,2010,2.599999904632568,4.599999904632568,,,,
Guatemala,2011,,2.799999952316284,,,,
Guatemala,2012,,2.900000095367432,,,,
Guatemala,2013,,2.900000095367432,,,,
Guatemala,2014,,2.599999904632568,,,,
Guatemala,2015,,2,,,,
Guatemala,2016,,1.799999952316284,,,,
Guinea,2002,13.80000019073486,9.399999618530273,,,,
Honduras,2005,4.5,4.400000095367432,,,,
Honduras,2006,4.599999904632568,2.900000095367432,,,,
Honduras,2007,3.5,2.900000095367432,,,,
Honduras,2008,3.5,2.700000047683716,,,,
Honduras,2009,4.199999809265137,2.799999952316284,,,,
Honduras,2010,4.199999809265137,2.900000095367432,,,,
Honduras,2011,5.800000190734863,3.5,,,,
Honduras,2012,,3,,,,
Honduras,2013,5.5,3.900000095367432,,,,
Honduras,2014,7.5,4.199999809265137,,,,
Honduras,2015,7.599999904632568,3.900000095367432,,,,
Honduras,2016,5.199999809265137,3.400000095367432,,,,
Hong Kong,2009,3.099999904632568,6.5,,,,
Hong Kong,2010,2.599999904632568,4.900000095367432,,,,
Hong Kong,2011,1.899999976158142,4.400000095367432,,,,
Hong Kong,2012,1.899999976158142,3.900000095367432,,,,
Hong Kong,2013,1.799999952316284,4,,,,
Hong Kong,2014,1.600000023841858,3.799999952316284,,,,
Hong Kong,2015,1.700000047683716,3.900000095367432,,,,
Hong Kong,2016,1.899999976158142,4,,,,
Hungary,1998,1.799999952316284,14,,,,
Hungary,1999,1.200000047683716,12.80000019073486,,,,
Hungary,2000,1.299999952316284,11.10000038146973,,,,
Hungary,2001,1.100000023841858,11.19999980926514,,,,
Hungary,2002,1.600000023841858,11,,,,
Hungary,2003,1.100000023841858,11.60000038146973,,,,
Hungary,2004,1.899999976158142,12,,,,
Hungary,2005,2.400000095367432,13.39999961853027,,,,
Hungary,2006,2.200000047683716,16.29999923706055,,,,
Hungary,2007,2.599999904632568,17.60000038146973,,,,
Hungary,2008,2.400000095367432,18.70000076293945,,,,
Hungary,2009,3.599999904632568,22.10000038146973,,,,
Hungary,2010,4.400000095367432,25,,,,
Hungary,2011,3.799999952316284,24.89999961853027,,,,
Hungary,2012,3.900000095367432,24.5,,,,
Hungary,2013,3.5,22.79999923706055,,,,
Hungary,2014,2.799999952316284,17.5,,,,
Hungary,2015,2.299999952316284,16,,,,
Hungary,2016,1.5,12.39999961853027,,,,
Hungary,2017,1.399999976158142,10.69999980926514,,,,
Iceland,2002,,3.900000095367432,,,,
Iceland,2003,1.600000023841858,2.5,,,,
Iceland,2005,1.399999976158142,2.5,,,,
Iceland,2006,,2.599999904632568,,,,
Iceland,2007,,2,,,,
Iceland,2008,1.600000023841858,2.900000095367432,,,,
Iceland,2009,4.099999904632568,8.800000190734863,,,,
Iceland,2010,3.700000047683716,8.5,,,,
Iceland,2011,4.5,7.699999809265137,,,,
Iceland,2012,3,8,,,,
Iceland,2013,3.900000095367432,6.099999904632568,,,,
Iceland,2014,3.799999952316284,5.300000190734863,,,,
Iceland,2015,2.900000095367432,4.300000190734863,,,,
Iceland,2016,1.700000047683716,3.200000047683716,,,,
Iceland,2017,1.700000047683716,2.599999904632568,,,,
India,1994,6.400000095367432,1.799999952316284,,,,
India,2000,6.699999809265137,1.600000023841858,,,,
