Entity,Year,"Political participation (How Was Life, OECD (2014))","Political competition (How Was Life, OECD (2014))","Index of Democracy (How Was Life, OECD (2014))","Polity2 (How Was Life, OECD (2014))"
Middle East and North Africa,1945,.25999999,9.3000002,.091974854,
Middle East and North Africa,1946,.25999999,9.1999998,.092661589,
Middle East and North Africa,1947,.40000001,5.3000002,.083025962,
Middle East and North Africa,1948,.40000001,5.3000002,.082652859,
Middle East and North Africa,1949,1.6,11,.91552269,
Middle East and North Africa,1950,1.6,11,.91779083,
Middle East and North Africa,1951,1.8,11.1,.98923856,
Middle East and North Africa,1952,1.79,10.9,.98438793,
Middle East and North Africa,1953,1.83,10.8,.9888894,
Middle East and North Africa,1954,1.8099999,1.9,.83832854,
Middle East and North Africa,1955,1.91,2.0999999,.97180033,
Middle East and North Africa,1956,1.89,2.4000001,1.0024561,
Middle East and North Africa,1957,1.77,2,.95959759,
Middle East and North Africa,1958,1.76,2,.95193249,
Middle East and North Africa,1959,1.6900001,1.8,.83400798,
Middle East and North Africa,1960,1.36,1.8,.83716476,
Middle East and North Africa,1961,1.33,1.9,.85573953,
Middle East and North Africa,1962,1.37,1.8,.84750062,
Middle East and North Africa,1963,2.3199999,2.4000001,.86256528,
Middle East and North Africa,1964,2.29,2.3,.85388905,
Middle East and North Africa,1965,2.29,2.3,.84027451,
Middle East and North Africa,1966,2.25,2.2,.83158779,
Middle East and North Africa,1967,2.25,3.7,.8961103,
Middle East and North Africa,1968,2.24,3.7,.88587129,
Middle East and North Africa,1969,2.24,3.4000001,.77798438,
Middle East and North Africa,1970,2.21,3.3,.77048934,
Middle East and North Africa,1971,2.1900001,2.7,.73931158,
Middle East and North Africa,1972,2.1700001,2.7,.73201138,
Middle East and North Africa,1973,2.1199999,2.8,.79403132,
Middle East and North Africa,1974,2.04,2.8,.78382897,
Middle East and North Africa,1975,2.97,1.5,.71744895,
Middle East and North Africa,1976,2.9300001,1.5,.70918572,
Middle East and North Africa,1977,2.9000001,1.6,.784639,
Middle East and North Africa,1978,2.8599999,1.6,.77709287,
Middle East and North Africa,1979,1.1900001,1.6,.76953989,
Middle East and North Africa,1980,4.6399999,5.0999999,1.5532403,
Middle East and North Africa,1981,4.8600001,4,1.3341842,
Middle East and North Africa,1982,4.7600002,3.9000001,1.3133429,
Middle East and North Africa,1983,4.6599998,3.8,1.2929312,
Middle East and North Africa,1984,4.5799999,2.5999999,1.0072892,
Middle East and North Africa,1985,4.0599999,3,1.0701121,
Middle East and North Africa,1986,3.97,3,1.0560387,
Middle East and North Africa,1987,3.8900001,2.9000001,1.0421445,
Middle East and North Africa,1988,3.8499999,3,1.0952998,
Middle East and North Africa,1989,3.6300001,2.7,.9922514,
Middle East and North Africa,1990,3.5599999,2.7,.98076117,
Middle East and North Africa,1991,3.51,2.7,.9757489,
Middle East and North Africa,1992,3.46,2.8,.96473032,
Middle East and North Africa,1993,3.47,3.9000001,1.2089244,
Middle East and North Africa,1994,3.4300001,3.9000001,1.1989728,
Middle East and North Africa,1995,3.4300001,3.8,1.1891049,
Middle East and North Africa,1996,3.73,5,1.5763185,
Middle East and North Africa,1997,4.29,4.6999998,1.688004,
Middle East and North Africa,1998,4.21,4.5999999,1.6698589,
Middle East and North Africa,1999,4.2399998,4.5,1.7121111,
Middle East and North Africa,2000,4.1700001,3.4000001,1.3848742,
South and South-East Asia,1820,0,0,0,
South and South-East Asia,1821,0,0,0,
South and South-East Asia,1822,0,0,0,
South and South-East Asia,1823,0,0,0,
South and South-East Asia,1824,0,0,0,
South and South-East Asia,1825,0,0,0,
South and South-East Asia,1826,0,0,0,
South and South-East Asia,1827,0,0,0,
South and South-East Asia,1828,0,0,0,
South and South-East Asia,1829,0,0,0,
South and South-East Asia,1830,0,0,0,
South and South-East Asia,1831,0,0,0,
South and South-East Asia,1832,0,0,0,
South and South-East Asia,1833,0,0,0,
South and South-East Asia,1834,0,0,0,
South and South-East Asia,1835,0,0,0,
South and South-East Asia,1836,0,0,0,
South and South-East Asia,1837,0,0,0,
South and South-East Asia,1838,0,0,0,
South and South-East Asia,1839,0,0,0,
South and South-East Asia,1840,0,0,0,
South and South-East Asia,1841,0,0,0,
South and South-East Asia,1842,0,0,0,
South and South-East Asia,1843,0,0,0,
South and South-East Asia,1844,0,0,0,
South and South-East Asia,1845,0,0,0,
South and South-East Asia,1846,0,0,0,
South and South-East Asia,1847,0,0,0,
South and South-East Asia,1848,0,0,0,
South and South-East Asia,1849,0,0,0,
South and South-East Asia,1850,0,0,0,
South and South-East Asia,1851,0,0,0,
South and South-East Asia,1852,0,0,0,
South and South-East Asia,1853,0,0,0,
South and South-East Asia,1854,0,0,0,
South and South-East Asia,1855,0,0,0,
South and South-East Asia,1856,0,0,0,
South and South-East Asia,1857,0,0,0,
South and South-East Asia,1858,0,0,0,
South and South-East Asia,1859,0,0,0,
South and South-East Asia,1860,0,0,0,
South and South-East Asia,1861,0,0,0,
South and South-East Asia,1862,0,0,0,
South and South-East Asia,1863,0,0,0,
South and South-East Asia,1864,0,0,0,
South and South-East Asia,1865,0,0,0,
South and South-East Asia,1866,0,0,0,
South and South-East Asia,1867,0,0,0,
South and South-East Asia,1868,0,0,0,
South and South-East Asia,1869,0,0,0,
South and South-East Asia,1870,0,0,0,
South and South-East Asia,1871,0,0,0,
South and South-East Asia,1872,0,0,0,
South and South-East Asia,1873,0,0,0,
South and South-East Asia,1874,0,0,0,
South and South-East Asia,1875,0,0,0,
South and South-East Asia,1876,0,0,0,
South and South-East Asia,1877,0,0,0,
South and South-East Asia,1878,0,0,0,
South and South-East Asia,1879,0,0,0,
South and South-East Asia,1880,0,0,0,
South and South-East Asia,1881,0,0,0,
South and South-East Asia,1882,0,0,0,
South and South-East Asia,1883,0,0,0,
South and South-East Asia,1884,0,0,0,
South and South-East Asia,1885,0,0,0,
South and South-East Asia,1886,0,0,0,
South and South-East Asia,1887,0,0,0,
South and South-East Asia,1888,0,0,0,
South and South-East Asia,1889,0,0,0,
South and South-East Asia,1890,0,0,0,
South and South-East Asia,1891,0,0,0,
South and South-East Asia,1892,0,0,0,
South and South-East Asia,1893,0,0,0,
South and South-East Asia,1894,0,0,0,
South and South-East Asia,1895,0,0,0,
South and South-East Asia,1896,0,0,0,
South and South-East Asia,1897,0,0,0,
South and South-East Asia,1898,0,0,0,
South and South-East Asia,1899,0,0,0,
South and South-East Asia,1900,0,0,0,
South and South-East Asia,1901,0,0,0,
South and South-East Asia,1902,0,0,0,
South and South-East Asia,1903,0,0,0,
South and South-East Asia,1904,0,0,0,
South and South-East Asia,1905,0,0,0,
South and South-East Asia,1906,0,0,0,
South and South-East Asia,1907,0,0,0,
South and South-East Asia,1908,0,0,0,
South and South-East Asia,1909,0,0,0,
South and South-East Asia,1910,0,0,0,
South and South-East Asia,1911,0,0,0,
South and South-East Asia,1912,0,0,0,
South and South-East Asia,1913,0,0,0,
South and South-East Asia,1914,0,0,0,
South and South-East Asia,1915,0,0,0,
South and South-East Asia,1916,0,0,0,
South and South-East Asia,1917,0,0,0,
South and South-East Asia,1918,0,0,0,
South and South-East Asia,1919,0,0,0,
South and South-East Asia,1920,0,0,0,
South and South-East Asia,1921,0,0,0,
South and South-East Asia,1922,0,0,0,
South and South-East Asia,1923,0,0,0,
South and South-East Asia,1924,0,0,0,
South and South-East Asia,1925,0,0,0,
South and South-East Asia,1926,0,0,0,
South and South-East Asia,1927,0,0,0,
South and South-East Asia,1928,0,0,0,
South and South-East Asia,1929,0,0,0,
South and South-East Asia,1930,0,0,0,
South and South-East Asia,1931,0,0,0,
South and South-East Asia,1932,0,0,0,
South and South-East Asia,1933,.02,0,0,
South and South-East Asia,1934,.02,0,0,
South and South-East Asia,1935,.02,0,0,
South and South-East Asia,1936,.02,0,0,
South and South-East Asia,1937,.050000001,0,0,
South and South-East Asia,1938,.050000001,0,0,
South and South-East Asia,1939,.050000001,0,0,
South and South-East Asia,1940,.050000001,0,0,
South and South-East Asia,1941,.050000001,0,0,
South and South-East Asia,1942,.050000001,0,0,
South and South-East Asia,1943,.050000001,0,0,
South and South-East Asia,1944,.050000001,0,0,
South and South-East Asia,1945,.050000001,0,0,
South and South-East Asia,1946,.50999999,1.2,.15887083,
South and South-East Asia,1947,3.79,17,1.0759045,
South and South-East Asia,1948,4.23,17.700001,1.2473757,
South and South-East Asia,1949,4.3800001,22.1,1.3297701,
South and South-East Asia,1950,4.3800001,22.1,1.3331385,
South and South-East Asia,1951,4.3699999,22.799999,1.3887309,
South and South-East Asia,1952,15.65,36.299999,8.4418297,
South and South-East Asia,1953,15.59,35.700001,8.3046398,
South and South-East Asia,1954,15.51,35.5,8.2523289,
South and South-East Asia,1955,17.959999,37.5,9.1691856,
South and South-East Asia,1956,18.18,37.700001,9.3107662,
South and South-East Asia,1957,18.870001,37.900002,9.4093018,
South and South-East Asia,1958,18.57,33.400002,9.3095655,
South and South-East Asia,1959,16.09,29.5,8.3812714,
South and South-East Asia,1960,17.530001,29,8.3364182,
South and South-East Asia,1961,17.67,28.700001,8.3218775,
South and South-East Asia,1962,14.74,29.1,7.2249136,
South and South-East Asia,1963,14.78,29.299999,7.2564282,
South and South-East Asia,1964,15.27,29.299999,7.269824,
South and South-East Asia,1965,15.44,31.4,7.3765082,
South and South-East Asia,1966,15.49,31.5,7.4131804,
South and South-East Asia,1967,17.24,33.5,8.9317389,
South and South-East Asia,1968,17.24,33.700001,8.9544277,
South and South-East Asia,1969,17.57,32.299999,8.9868174,
South and South-East Asia,1970,17.559999,32.400002,9.0052729,
South and South-East Asia,1971,17.870001,30.799999,8.1269646,
South and South-East Asia,1972,19.4,32.599998,8.5301476,
South and South-East Asia,1973,20.950001,36.200001,9.4914274,
South and South-East Asia,1974,22.110001,36,9.4621258,
South and South-East Asia,1975,20.82,35.5,9.1487923,
South and South-East Asia,1976,20.879999,35.400002,9.145731,
South and South-East Asia,1977,21.219999,33.099998,9.6082048,
South and South-East Asia,1978,22.43,34.299999,9.8126631,
South and South-East Asia,1979,22.48,34.299999,9.8284616,
South and South-East Asia,1980,21.92,33.599998,9.3052816,
South and South-East Asia,1981,23.85,34.700001,9.6603203,
South and South-East Asia,1982,22.75,32.599998,9.2938967,
South and South-East Asia,1983,22.82,32.599998,9.3168411,
South and South-East Asia,1984,24.200001,29.5,9.1139278,
South and South-East Asia,1985,24.200001,29.5,9.1112146,
South and South-East Asia,1986,25.780001,31.799999,9.8389969,
South and South-East Asia,1987,25.799999,31.299999,9.7315884,
South and South-East Asia,1988,25.93,35.400002,10.478753,
South and South-East Asia,1989,27.4,39.599998,12.859092,
South and South-East Asia,1990,25.799999,39,12.694464,
South and South-East Asia,1991,25.799999,39,11.930238,
South and South-East Asia,1992,26.549999,41.400002,12.500097,
South and South-East Asia,1993,26.65,41.299999,12.459174,
South and South-East Asia,1994,26.76,41.299999,12.509321,
South and South-East Asia,1995,26.870001,41.200001,12.515346,
South and South-East Asia,1996,28.530001,48.599998,16.031967,
South and South-East Asia,1997,28.700001,47.099998,15.803401,
South and South-East Asia,1998,30.360001,45.299999,16.164562,
South and South-East Asia,1999,28.48,36.5,12.549005,
South and South-East Asia,2000,28.459999,36.5,12.550169,
Sub-Sahara Africa,1820,0,0,0,
Sub-Sahara Africa,1821,0,0,0,
Sub-Sahara Africa,1822,0,0,0,
Sub-Sahara Africa,1823,0,0,0,
Sub-Sahara Africa,1824,0,0,0,
Sub-Sahara Africa,1825,0,0,0,
Sub-Sahara Africa,1826,0,0,0,
Sub-Sahara Africa,1827,0,0,0,
Sub-Sahara Africa,1828,0,0,0,
Sub-Sahara Africa,1829,0,0,0,
Sub-Sahara Africa,1830,0,0,0,
Sub-Sahara Africa,1831,0,0,0,
Sub-Sahara Africa,1832,0,0,0,
Sub-Sahara Africa,1833,0,0,0,
Sub-Sahara Africa,1834,0,0,0,
Sub-Sahara Africa,1835,0,0,0,
Sub-Sahara Africa,1836,0,0,0,
Sub-Sahara Africa,1837,0,0,0,
Sub-Sahara Africa,1838,0,0,0,
Sub-Sahara Africa,1839,0,0,0,
Sub-Sahara Africa,1840,0,0,0,
Sub-Sahara Africa,1841,0,0,0,
Sub-Sahara Africa,1842,0,0,0,
Sub-Sahara Africa,1843,0,0,0,
Sub-Sahara Africa,1844,0,0,0,
Sub-Sahara Africa,1845,0,0,0,
Sub-Sahara Africa,1846,0,0,0,
Sub-Sahara Africa,1847,0,0,0,
Sub-Sahara Africa,1848,0,0,0,
Sub-Sahara Africa,1849,0,0,0,
Sub-Sahara Africa,1850,0,0,0,
Sub-Sahara Africa,1851,0,0,0,
Sub-Sahara Africa,1852,0,0,0,
Sub-Sahara Africa,1853,0,0,0,
Sub-Sahara Africa,1854,0,0,0,
Sub-Sahara Africa,1855,0,0,0,
Sub-Sahara Africa,1856,0,0,0,
Sub-Sahara Africa,1857,0,0,0,
Sub-Sahara Africa,1858,0,0,0,
Sub-Sahara Africa,1859,0,0,0,
Sub-Sahara Africa,1860,0,0,0,
Sub-Sahara Africa,1861,0,0,0,
Sub-Sahara Africa,1862,0,0,0,
Sub-Sahara Africa,1863,0,0,0,
Sub-Sahara Africa,1864,0,0,0,
Sub-Sahara Africa,1865,0,0,0,
Sub-Sahara Africa,1866,0,0,0,
Sub-Sahara Africa,1867,0,0,0,
Sub-Sahara Africa,1868,0,0,0,
Sub-Sahara Africa,1869,0,0,0,
Sub-Sahara Africa,1870,0,0,0,
Sub-Sahara Africa,1871,0,0,0,
Sub-Sahara Africa,1872,0,0,0,
Sub-Sahara Africa,1873,0,0,0,
Sub-Sahara Africa,1874,0,0,0,
Sub-Sahara Africa,1875,0,0,0,
Sub-Sahara Africa,1876,0,0,0,
Sub-Sahara Africa,1877,0,0,0,
Sub-Sahara Africa,1878,0,0,0,
Sub-Sahara Africa,1879,0,0,0,
Sub-Sahara Africa,1880,0,0,0,
Sub-Sahara Africa,1881,0,0,0,
Sub-Sahara Africa,1882,0,0,0,
Sub-Sahara Africa,1883,0,0,0,
Sub-Sahara Africa,1884,0,0,0,
Sub-Sahara Africa,1885,0,0,0,
Sub-Sahara Africa,1886,0,0,0,
Sub-Sahara Africa,1887,0,0,0,
Sub-Sahara Africa,1888,0,0,0,
Sub-Sahara Africa,1889,0,0,0,
Sub-Sahara Africa,1890,0,0,0,
Sub-Sahara Africa,1891,0,0,0,
Sub-Sahara Africa,1892,0,0,0,
Sub-Sahara Africa,1893,0,0,0,
Sub-Sahara Africa,1894,0,0,0,
Sub-Sahara Africa,1895,0,0,0,
Sub-Sahara Africa,1896,0,0,0,
Sub-Sahara Africa,1897,0,0,0,
Sub-Sahara Africa,1898,0,0,0,
Sub-Sahara Africa,1899,0,0,0,
Sub-Sahara Africa,1900,0,0,0,
Sub-Sahara Africa,1901,0,0,0,
Sub-Sahara Africa,1902,0,0,0,
Sub-Sahara Africa,1903,0,0,0,
Sub-Sahara Africa,1904,0,0,0,
Sub-Sahara Africa,1905,0,0,0,
Sub-Sahara Africa,1906,0,0,0,
Sub-Sahara Africa,1907,0,0,0,
Sub-Sahara Africa,1908,0,0,0,
Sub-Sahara Africa,1909,0,0,0,
Sub-Sahara Africa,1910,.22,2.8,.11069868,
Sub-Sahara Africa,1911,.23,2.8,.11201816,
Sub-Sahara Africa,1912,.23,2.8,.11334734,
Sub-Sahara Africa,1913,.23,2.9000001,.11468616,
Sub-Sahara Africa,1914,.23,2.9000001,.11603454,
Sub-Sahara Africa,1915,.25,3.8,.15671885,
Sub-Sahara Africa,1916,.25,3.8,.15854415,
Sub-Sahara Africa,1917,.25,3.8,.16038191,
Sub-Sahara Africa,1918,.25999999,3.9000001,.16223201,
Sub-Sahara Africa,1919,.25999999,3.9000001,.16409433,
Sub-Sahara Africa,1920,.25999999,4,.16472553,
Sub-Sahara Africa,1921,.25999999,3.2,.12705907,
Sub-Sahara Africa,1922,.25999999,3.2,.12856419,
Sub-Sahara Africa,1923,.25999999,3.3,.13007966,
Sub-Sahara Africa,1924,.28,3.5,.14789313,
Sub-Sahara Africa,1925,.28999999,3.5,.14961903,
Sub-Sahara Africa,1926,.28999999,3.5999999,.15135618,
Sub-Sahara Africa,1927,.30000001,3.7,.15758294,
Sub-Sahara Africa,1928,.31,3.7,.15944217,
Sub-Sahara Africa,1929,.30000001,3.5999999,.14958391,
Sub-Sahara Africa,1930,.31,3.5999999,.15133527,
Sub-Sahara Africa,1931,.31,3.5,.14779794,
Sub-Sahara Africa,1932,.31,3.5999999,.14904621,
Sub-Sahara Africa,1933,.27000001,4.9000001,.17534496,
Sub-Sahara Africa,1934,.28,5,.17680383,
Sub-Sahara Africa,1935,.28,5,.17826363,
Sub-Sahara Africa,1936,.28,5,.17972414,
Sub-Sahara Africa,1937,.28,5.0999999,.18118513,
Sub-Sahara Africa,1938,.63999999,3.5,.29074314,
Sub-Sahara Africa,1939,.64999998,3.5,.29306912,
Sub-Sahara Africa,1940,.66000003,3.5,.29539466,
Sub-Sahara Africa,1941,.67000002,3.5999999,.30044353,
Sub-Sahara Africa,1942,.68000001,3.7,.30555284,
Sub-Sahara Africa,1943,.67000002,4,.32904723,
Sub-Sahara Africa,1944,.68000001,4.0999999,.3345857,
Sub-Sahara Africa,1945,.69,4.1999998,.34018794,
Sub-Sahara Africa,1946,.69999999,4.3000002,.34585381,
Sub-Sahara Africa,1947,.72000003,4.3000002,.35158312,
Sub-Sahara Africa,1948,.81,4.4000001,.39977619,
Sub-Sahara Africa,1949,.81999999,4.5,.4063265,
Sub-Sahara Africa,1950,.82999998,4.5999999,.41294703,
Sub-Sahara Africa,1951,.92000002,4.5999999,.4137243,
Sub-Sahara Africa,1952,.92000002,4.5999999,.41449431,
Sub-Sahara Africa,1953,.91000003,4.5999999,.40626875,
Sub-Sahara Africa,1954,.91000003,4.5999999,.40700769,
Sub-Sahara Africa,1955,.94999999,4.5999999,.40844926,
Sub-Sahara Africa,1956,.94999999,4.5999999,.40917575,
Sub-Sahara Africa,1957,1.35,6.0999999,.58184308,
Sub-Sahara Africa,1958,1.24,5.5,.48158261,
Sub-Sahara Africa,1959,1.4,5.5999999,.48290351,
Sub-Sahara Africa,1960,9.8100004,26,4.6288581,
Sub-Sahara Africa,1961,11.08,27.9,4.476285,
Sub-Sahara Africa,1962,12.06,28.4,4.7947955,
Sub-Sahara Africa,1963,12.41,29.700001,5.0081296,
Sub-Sahara Africa,1964,14.64,26.4,4.2662339,
Sub-Sahara Africa,1965,16.280001,20.299999,2.6683214,
Sub-Sahara Africa,1966,11.4,6.6999998,1.2051234,
Sub-Sahara Africa,1967,10.75,5.9000001,.99143589,
Sub-Sahara Africa,1968,10.19,7.0999999,1.3182274,
Sub-Sahara Africa,1969,10.77,7.5999999,1.2684226,
Sub-Sahara Africa,1970,14.65,7.1999998,.98468912,
Sub-Sahara Africa,1971,14.65,7.1999998,.98190516,
Sub-Sahara Africa,1972,13.01,5.5999999,.66391319,
Sub-Sahara Africa,1973,11.81,4.8000002,.42338452,
Sub-Sahara Africa,1974,11.03,4.5999999,.32788879,
Sub-Sahara Africa,1975,11.8,5,.48663878,
Sub-Sahara Africa,1976,11.85,5.0999999,.52456737,
Sub-Sahara Africa,1977,11.99,5.5,.54469192,
Sub-Sahara Africa,1978,12.29,5.5999999,.74872553,
Sub-Sahara Africa,1979,19.360001,22,4.3934903,
Sub-Sahara Africa,1980,20.25,22.9,4.6571684,
Sub-Sahara Africa,1981,19.809999,22.4,4.509841,
Sub-Sahara Africa,1982,19.91,22.700001,4.6454272,
Sub-Sahara Africa,1983,14.69,7.3000002,1.1535976,
Sub-Sahara Africa,1984,15.18,7,1.2010831,
Sub-Sahara Africa,1985,14.5,6,.88730323,
Sub-Sahara Africa,1986,15.78,6,.90287501,
Sub-Sahara Africa,1987,15.41,6.4000001,.97531849,
Sub-Sahara Africa,1988,14.32,6.5999999,1.0081398,
Sub-Sahara Africa,1989,14.96,7.1999998,1.1807027,
Sub-Sahara Africa,1990,14.88,7.5,1.0754277,
Sub-Sahara Africa,1991,8.8500004,8.5,1.3065804,
Sub-Sahara Africa,1992,10.27,14.4,2.5828347,
Sub-Sahara Africa,1993,9.8299999,16.299999,2.8810523,
Sub-Sahara Africa,1994,14.4,18.299999,4.5781236,
Sub-Sahara Africa,1995,14.34,20.1,5.0486331,
Sub-Sahara Africa,1996,16.41,22.5,5.8511801,
Sub-Sahara Africa,1997,16.32,20.299999,5.2473426,
Sub-Sahara Africa,1998,16.370001,20.200001,5.3004732,
Sub-Sahara Africa,1999,21.309999,28.200001,6.973331,
Sub-Sahara Africa,2000,20.98,26.799999,6.9406695,
Western Europe,1820,.039999999,2.5,.0097820256,
Western Europe,1821,.039999999,2.5,.0098235514,
Western Europe,1822,.039999999,2.5999999,.0098651499,
Western Europe,1823,.039999999,2.5999999,.0097616268,
Western Europe,1824,.039999999,2.5999999,.0098027363,
Western Europe,1825,.039999999,2.5999999,.0098439166,
Western Europe,1826,.050000001,2.5999999,.0097380485,
Western Europe,1827,.050000001,2.5999999,.0097787287,
Western Europe,1828,.050000001,2.5999999,.0098194797,
Western Europe,1829,.050000001,2.5999999,.010456512,
Western Europe,1830,.079999998,9.1000004,.019590201,
Western Europe,1831,.14,10.5,.037548903,
Western Europe,1832,.31999999,11.1,.090270333,
Western Europe,1833,.33000001,11.1,.090926506,
Western Europe,1834,.33000001,11.1,.091588818,
Western Europe,1835,.33000001,13,.13035448,
Western Europe,1836,.33000001,13,.13144413,
Western Europe,1837,.34,13.1,.14541772,
Western Europe,1838,.34999999,13.1,.14658983,
Western Europe,1839,.34999999,14.5,.15350038,
Western Europe,1840,.36000001,14.5,.1547491,
Western Europe,1841,.36000001,14.1,.14684218,
Western Europe,1842,.36000001,14.1,.14683145,
Western Europe,1843,.36000001,13.8,.14629866,
Western Europe,1844,.44999999,14.1,.15941927,
Western Europe,1845,.44999999,14.1,.15944274,
Western Europe,1846,.46000001,12.5,.15729979,
Western Europe,1847,.44999999,13.7,.17513052,
Western Europe,1848,4.8000002,16.299999,1.6965395,
Western Europe,1849,4.73,17,1.7711748,
Western Europe,1850,4.75,18.1,1.7827296,
Western Europe,1851,.51999998,10.1,.19792271,
Western Europe,1852,5.1100001,10.9,.33997864,
Western Europe,1853,5.0999999,11,.33996552,
Western Europe,1854,5.0799999,11,.33804339,
Western Europe,1855,5.0599999,11.1,.33750904,
Western Europe,1856,5.0500002,11.2,.33813867,
Western Europe,1857,5.0100002,10.8,.41562521,
Western Europe,1858,5,10.9,.41705799,
Western Europe,1859,4.98,11.4,.42356932,
Western Europe,1860,4.9699998,11.7,.43464917,
Western Europe,1861,5.1199999,17.5,.49920496,
Western Europe,1862,5.0999999,17.6,.51011968,
Western Europe,1863,5.2199998,18.5,.69051641,
Western Europe,1864,5.1999998,18.700001,.69044226,
Western Europe,1865,5.3400002,18.5,.75330651,
Western Europe,1866,5.3200002,18.200001,.74755019,
Western Europe,1867,6.1199999,25.9,1.0495846,
Western Europe,1868,6.4099998,25.700001,1.1573946,
Western Europe,1869,7.9400001,29.200001,1.8217511,
Western Europe,1870,7.9200001,29.200001,1.816408,
Western Europe,1871,7.6199999,34.599998,2.9337299,
Western Europe,1872,7.0900002,33.5,2.6716452,
Western Europe,1873,7.1799998,31.799999,2.4924099,
Western Europe,1874,6.52,32.599998,2.5625489,
Western Europe,1875,6.52,32.700001,2.5569868,
Western Europe,1876,7,30.9,2.6740129,
